fir_id,district_id,station_id,crime_head,crime_category,ipc_bns_sections,crime_date,crime_time,registration_date,registration_time,latitude,longitude,description,District_Name,District_Population,Station_Name,Station_Type,Station_Jurisdiction_Area,Victim_Count,First_Victim_Name,First_Victim_Gender,First_Victim_Age,Any_Fatal_Injury,Accused_Count,First_Accused_Name,First_Accused_Gender,First_Accused_Age,Any_Absconding,Any_Previous_Record,Witness_Count,Any_High_Reliability_Witness,Primary_Vehicle_Category,Total_Vehicle_Value_INR,Weapon_Count,Primary_Weapon_Type,Any_Unlicensed_Weapon,Cyber_Attack_Vector,Cyber_Target_System,Cyber_Financial_Loss_INR,Cyber_Flag,Economic_Fraud_Type,Economic_Amount_Involved_INR,Economic_Affected_Entity_Type,Evidence_Count,FSL_Sent_Count,Investigation_Actions_Count,Last_Action_Date,First_Action_Date,Investigation_Status,Investigation_Days,Has_ChargeSheet,Court_Name,ChargeSheet_Total_Accused,ChargeSheet_Filing_Date,Has_Judgment,Judgment_Result,Sentence_Details,Sentence_Years,Life_Sentence_Flag,Fine_Amount_INR,Judgment_Date,Court_Type,ChargeSheet_Days,Weapon_Used_Flag,crime_year,crime_month,crime_dayofweek,crime_is_weekend,crime_time_of_day,reporting_delay_days,investigation_duration_days,chargesheet_duration_days,victim_age_group,accused_age_group,description_word_count,description_char_count
FIR-2024-BLR-010596,DIST-000001,PS-000013,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-24,18:32:19,2024-11-24,20:03:08,15.7798635,-72.571326,Incident reported at Palla Law & Order Police Station regarding Cyber Crime. Error molestiae ad vel porro eius architecto eaque. Reprehenderit incidunt totam deserunt odio cupiditate vel. Sunt expedita ipsum ipsam.,Bengaluru City,13608000,Palla Law & Order Police Station,Law & Order,Palla and surrounding areas,1,Mahesh Pujari,Male,27,False,2,Yediyurappa Kamat,Male,25,False,True,3,True,Four-Wheeler,790000.0,0,No Weapon,False,SIM Swapping,Personal Email Account,455000.0,True,Real Estate Fraud,49050000.0,Private Corporation,3,3,2,2024-11-29,2024-11-26,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,11,Sunday,True,Evening,0,3,,25-34,18-24,31,214
FIR-2024-BLR-010597,DIST-000001,PS-000060,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-06-19,22:08:49,2024-06-19,07:14:49,-22.617958,102.345602,Incident reported at Shetty Law & Order Police Station regarding Cyber Crime. Eveniet doloremque dolore deleniti ratione recusandae ullam. Dicta doloribus velit voluptates suscipit voluptatum. Architecto voluptatum eum occaecati. Facere omnis harum sequi laboriosam sint veritatis. Error blanditiis neque iste omnis.,Bengaluru City,13608000,Shetty Law & Order Police Station,Law & Order,Shetty and surrounding areas,1,Devaraj Pawar,Male,62,False,1,Vijay Kulkarni,Male,44,False,False,2,False,Four-Wheeler,805000.0,0,No Weapon,False,Unauthorized Access / Hacking,Cryptocurrency Wallet,467500.0,True,Bank Loan Fraud,49300000.0,Government Department,2,2,3,2024-06-29,2024-06-23,COMPLETED,6,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,6,Wednesday,False,Night,0,6,,50-64,35-49,41,316
FIR-2024-BLR-010598,DIST-000001,PS-000034,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-23,22:26:40,2024-11-23,18:55:36,-16.301191,-35.258354,Incident reported at Shroff Law & Order Police Station regarding Cyber Crime. Officia labore adipisci vero incidunt placeat dolores. A itaque aspernatur quia. Aliquam saepe voluptates ut. Enim itaque ea quos. Rem error maxime inventore explicabo.,Bengaluru City,13608000,Shroff Law & Order Police Station,Law & Order,Shroff and surrounding areas,1,Puneeth Rao,Male,55,False,1,Vijay Pujari,Male,53,False,True,2,True,Auto-Rickshaw,290000.0,0,No Weapon,False,Social Media Impersonation,Mobile Banking Application,480000.0,True,Tax Evasion,49550000.0,Private Corporation,2,2,1,2024-11-25,2024-11-25,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,11,Saturday,True,Night,0,0,,50-64,50-64,36,246
FIR-2024-BLR-010599,DIST-000001,PS-000084,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-26,11:48:30,2024-04-26,14:46:15,70.3725005,-7.926356,Incident reported at Dutta Law & Order Police Station regarding Cyber Crime. Laborum dolores et quaerat atque doloribus facere. Perspiciatis officia voluptatem repellat omnis impedit. Molestias fugiat ducimus beatae voluptates adipisci. Consequuntur quos consectetur ducimus aperiam. Architecto quis deserunt consequuntur laudantium nobis. At nisi esse explicabo. Ea repellendus ad eaque incidunt sapiente.,Bengaluru City,13608000,Dutta Law & Order Police Station,Law & Order,Dutta and surrounding areas,1,Mahesh Kamat,Male,19,False,1,Shivakumar Kuruba,Male,21,False,False,2,True,Commercial / LCV,835000.0,0,No Weapon,False,Investment / Crypto Scam,Corporate Cloud Server,492500.0,True,Insider Trading,49800000.0,Government Department,3,3,2,2024-05-03,2024-04-29,COMPLETED,4,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,4,Friday,False,Morning,0,4,,18-24,18-24,52,406
FIR-2024-BLR-010600,DIST-000001,PS-000019,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-03-01,07:35:14,2024-03-01,09:33:29,69.6096765,173.793628,Incident reported at Sachdeva Law & Order Police Station regarding Cyber Crime. Impedit at eveniet alias. Rem nobis repudiandae ex quasi error. Inventore optio saepe suscipit nemo mollitia dicta.,Bengaluru City,13608000,Sachdeva Law & Order Police Station,Law & Order,Sachdeva and surrounding areas,1,Mahesh Kulkarni,Male,70,False,1,Mahesh Moger,Male,33,False,False,4,True,Two-Wheeler,65000.0,0,No Weapon,False,Phishing / Vishing,ATM / PoS Terminal,5000.0,True,Corporate Fraud,50000.0,Private Corporation,3,2,3,2024-03-09,2024-03-06,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,3,Friday,False,Morning,0,3,,65+,25-34,29,195
FIR-2024-BLR-010601,DIST-000001,PS-000053,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-03,02:20:03,2024-01-05,20:48:20,62.6131645,-158.765295,Incident reported at Bengaluru City Cyber Crime (CEN) 11 regarding Cyber Crime. Molestiae voluptates magni in placeat ea beatae. Consequuntur dicta dolor nisi nulla harum. Ad fugiat odio quibusdam hic. Deleniti voluptate nostrum libero quo maiores nulla. Natus numquam blanditiis fuga voluptatum cum facilis.,Bengaluru City,13608000,Bengaluru City Cyber Crime (CEN) 11,Cyber Crime (CEN),Rao and surrounding areas,1,Yediyurappa Deshmukh,Male,61,False,1,Karthik Nayak,Male,24,False,False,3,True,Two-Wheeler,80000.0,0,No Weapon,False,UPI Payment Fraud,E-Commerce Payment Gateway,17500.0,True,Embezzlement / Misappropriation,300000.0,Government Department,3,3,1,2024-01-08,2024-01-08,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,1,Wednesday,False,Night,2,0,,50-64,18-24,44,308
FIR-2024-BLR-010602,DIST-000001,PS-000027,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-03-05,14:31:49,2024-03-05,12:51:58,-78.485294,79.626719,Incident reported at Kashyap Law & Order Police Station regarding Cyber Crime. Dicta fugiat consequuntur sequi corporis. Ullam ipsa corporis reprehenderit. Ab deleniti iusto mollitia reiciendis minima a. Veritatis iure architecto hic labore quidem. In sint nulla odio laudantium. Tempore perferendis a maiores neque quas blanditiis.,Bengaluru City,13608000,Kashyap Law & Order Police Station,Law & Order,Kashyap and surrounding areas,1,Vijay Moger,Male,40,False,1,Manjunatha Pujari,Male,27,False,True,3,True,Two-Wheeler,95000.0,0,No Weapon,False,Ransomware / Malware,Social Media Profile,30000.0,True,Money Laundering,550000.0,Private Corporation,3,3,2,2024-03-14,2024-03-09,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,3,Tuesday,False,Afternoon,0,5,,35-49,25-34,46,332
FIR-2024-BLR-010603,DIST-000001,PS-000051,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-19,13:33:26,2024-10-19,09:54:40,30.538531,124.409157,Incident reported at Balakrishnan Law & Order Police Station regarding Cyber Crime. Illo voluptatem aspernatur fuga error quidem perferendis. Pariatur fuga dolore. Numquam aperiam quasi fuga. Eligendi eveniet mollitia natus eum temporibus ab. Ipsum dolorum rem consequatur hic.,Bengaluru City,13608000,Balakrishnan Law & Order Police Station,Law & Order,Balakrishnan and surrounding areas,1,Praveen Chalavadi,Male,34,False,2,Rashmi Muralidhar,Female,48,True,True,2,True,Two-Wheeler,110000.0,0,No Weapon,False,Identity Theft,Personal Email Account,42500.0,True,Chit Fund Scam,800000.0,Government Department,2,2,3,2024-10-25,2024-10-20,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,10,Saturday,True,Afternoon,0,5,,25-34,35-49,38,277
FIR-2024-BLR-010604,DIST-000001,PS-000047,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-02-14,03:17:42,2024-02-14,14:04:59,-63.0848545,163.24877,Incident reported at Chokshi Law & Order Police Station regarding Cyber Crime. Occaecati ipsam est. Quo eum voluptatibus incidunt alias exercitationem accusamus. Quidem incidunt cupiditate quibusdam ea. Fugit possimus eos eligendi. Itaque voluptatem delectus. Commodi nobis aut cupiditate.,Bengaluru City,13608000,Chokshi Law & Order Police Station,Law & Order,Chokshi and surrounding areas,1,Mahesh Hegde,Male,37,False,1,Ganesh Deshmukh,Male,30,False,True,4,True,Four-Wheeler,710000.0,0,No Weapon,False,SIM Swapping,Cryptocurrency Wallet,55000.0,True,Real Estate Fraud,1050000.0,Private Corporation,2,1,1,2024-02-18,2024-02-18,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,2,Wednesday,False,Night,0,0,,35-49,25-34,38,289
FIR-2024-BLR-010605,DIST-000001,PS-000021,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-03,21:21:04,2024-11-03,06:43:05,27.9291635,-2.045,Incident reported at Karnik Traffic Police Station regarding Cyber Crime. Eum debitis magnam ratione dolores occaecati. Similique tempore libero perferendis sit quas possimus. Dignissimos deleniti earum eius. Sunt fugit officia minus molestiae. Fugiat itaque ipsam dolores fugit suscipit veniam. Earum error repellat.,Bengaluru City,13608000,Karnik Traffic Police Station,Traffic,Karnik and surrounding areas,1,Manjunatha Kuruba,Male,50,False,1,Siddaramaiah Moger,Male,26,False,True,3,True,Four-Wheeler,725000.0,0,No Weapon,False,Unauthorized Access / Hacking,Mobile Banking Application,67500.0,True,Bank Loan Fraud,1300000.0,Government Department,2,2,2,2024-11-09,2024-11-08,COMPLETED,1,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,11,Sunday,True,Night,0,1,,35-49,25-34,42,317
FIR-2024-BLR-010606,DIST-000001,PS-000071,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-05-11,23:43:58,2024-05-11,22:08:37,61.4446385,153.288285,Incident reported at Edwin Law & Order Police Station regarding Cyber Crime. Vero qui magni quod aspernatur repudiandae eveniet. Nisi similique aliquid facilis neque ducimus. Accusamus illo deleniti aliquid sunt incidunt expedita. Debitis nihil quo consequatur. Quis totam nihil debitis. Voluptatum maiores totam facilis aspernatur.,Bengaluru City,13608000,Edwin Law & Order Police Station,Law & Order,Edwin and surrounding areas,1,Bhavya Kamat,Female,45,False,1,Shivakumar Angadi,Male,25,False,False,2,True,Four-Wheeler,740000.0,0,No Weapon,False,Social Media Impersonation,Corporate Cloud Server,80000.0,True,Tax Evasion,1550000.0,Private Corporation,3,2,3,2024-05-20,2024-05-13,COMPLETED,7,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,5,Saturday,True,Night,0,7,,35-49,18-24,45,332
FIR-2024-BLR-010607,DIST-000001,PS-000017,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-08-02,11:22:26,2024-08-02,08:59:53,63.688308,-18.5893,Incident reported at Pai Law & Order Police Station regarding Cyber Crime. Molestias eveniet occaecati saepe saepe. Eaque ea cum iure. Magni suscipit ea odio quisquam ut. Accusamus error labore eaque.,Bengaluru City,13608000,Pai Law & Order Police Station,Law & Order,Pai and surrounding areas,1,Raghu Pawar,Male,68,False,1,Nagaraj Shenoy,Male,25,False,False,3,True,Four-Wheeler,755000.0,0,No Weapon,False,Investment / Crypto Scam,ATM / PoS Terminal,92500.0,True,Insider Trading,1800000.0,Government Department,3,3,1,2024-08-07,2024-08-07,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,8,Friday,False,Morning,0,0,,65+,18-24,31,200
FIR-2024-BLR-010608,DIST-000001,PS-000026,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-02-05,17:36:32,2024-02-05,01:19:12,-14.659965,-166.714638,Incident reported at Choudhury Law & Order Police Station regarding Cyber Crime. Ipsa numquam libero dolores dolores assumenda perspiciatis nihil. Porro debitis perferendis numquam quasi debitis. Quo aliquid consequatur. Labore sint ad at facere ipsa distinctio. Quo rem enim suscipit vero accusantium deleniti. Sunt eligendi esse architecto accusantium.,Bengaluru City,13608000,Choudhury Law & Order Police Station,Law & Order,Choudhury and surrounding areas,1,Praveen Prabhu,Male,31,False,1,Shivakumar Moger,Male,48,False,False,3,True,Auto-Rickshaw,240000.0,0,No Weapon,False,Phishing / Vishing,E-Commerce Payment Gateway,105000.0,True,Corporate Fraud,2050000.0,Private Corporation,2,2,2,2024-02-08,2024-02-06,COMPLETED,2,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,2,Monday,False,Evening,0,2,,25-34,35-49,48,354
FIR-2024-BLR-010609,DIST-000001,PS-000070,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-05-04,22:05:13,2024-05-07,16:27:08,66.8528615,-119.95307,Incident reported at Krishnan Traffic Police Station regarding Cyber Crime. Quasi tenetur repellat praesentium amet. Quo sit repudiandae atque explicabo culpa. At earum maiores labore. Quae quasi praesentium qui.,Bengaluru City,13608000,Krishnan Traffic Police Station,Traffic,Krishnan and surrounding areas,1,Vidya Chalavadi,Female,55,False,1,Ganesh Joshi,Male,49,False,False,3,True,Commercial / LCV,785000.0,0,No Weapon,False,UPI Payment Fraud,Social Media Profile,117500.0,True,Embezzlement / Misappropriation,2300000.0,Government Department,2,2,3,2024-05-19,2024-05-10,COMPLETED,9,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,5,Saturday,True,Night,3,9,,50-64,35-49,29,212
FIR-2024-BLR-010610,DIST-000001,PS-000068,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-13,03:36:31,2024-10-13,04:39:19,-60.0295485,-156.288922,Incident reported at Gill Law & Order Police Station regarding Cyber Crime. Deserunt porro illo officia ad est omnis. In vero quam animi. Repellat minus facere doloribus eveniet aspernatur. Aperiam incidunt esse adipisci officia minima. Facere voluptates mollitia voluptatum excepturi tenetur. Repellendus quod rem eos.,Bengaluru City,13608000,Gill Law & Order Police Station,Law & Order,Gill and surrounding areas,1,Suresh Kulkarni,Male,31,False,1,Siddaramaiah Joshi,Male,24,False,False,3,True,Two-Wheeler,215000.0,0,No Weapon,False,Ransomware / Malware,Personal Email Account,130000.0,True,Money Laundering,2550000.0,Private Corporation,3,3,1,2024-10-14,2024-10-14,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,10,Sunday,True,Night,0,0,,25-34,18-24,45,319
FIR-2024-BLR-010611,DIST-000001,PS-000027,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-06,14:56:43,2024-01-06,16:08:23,-26.36082,33.484893,Incident reported at Kashyap Law & Order Police Station regarding Cyber Crime. Neque ratione nihil tempore cumque aut. Iste et ipsa quidem voluptatibus. Exercitationem laborum culpa animi.,Bengaluru City,13608000,Kashyap Law & Order Police Station,Law & Order,Kashyap and surrounding areas,1,Prakash Shetty,Male,23,False,1,Prakash Reddy,Male,40,False,False,4,True,Two-Wheeler,230000.0,0,No Weapon,False,Identity Theft,Cryptocurrency Wallet,142500.0,True,Chit Fund Scam,2800000.0,Government Department,2,2,2,2024-01-11,2024-01-08,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,1,Saturday,True,Afternoon,0,3,,18-24,35-49,27,188
FIR-2024-BLR-010612,DIST-000001,PS-000007,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-23,16:00:13,2024-07-23,02:13:18,38.847893,77.331478,Incident reported at Kamdar Traffic Police Station regarding Cyber Crime. Dignissimos velit ut voluptatem placeat. Ab deleniti in doloremque numquam ut architecto. Rerum aut eaque odio alias dolor modi. Quasi non et enim harum aut. Tempora in aspernatur vel dolorum.,Bengaluru City,13608000,Kamdar Traffic Police Station,Traffic,Kamdar and surrounding areas,1,Devaraj Hegde,Male,19,False,1,Santosh Shenoy,Male,40,False,False,4,True,Two-Wheeler,245000.0,0,No Weapon,False,SIM Swapping,Mobile Banking Application,155000.0,True,Real Estate Fraud,3050000.0,Private Corporation,3,3,3,2024-08-02,2024-07-27,COMPLETED,6,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,7,Tuesday,False,Afternoon,0,6,,18-24,35-49,40,266
FIR-2024-BLR-010613,DIST-000001,PS-000047,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-09,11:36:14,2024-09-10,13:34:32,87.19134,-170.022561,Incident reported at Chokshi Law & Order Police Station regarding Cyber Crime. Unde maxime consequuntur alias. Placeat optio optio numquam voluptate. Neque deleniti cum iusto blanditiis deserunt possimus atque. Maiores laboriosam minus.,Bengaluru City,13608000,Chokshi Law & Order Police Station,Law & Order,Chokshi and surrounding areas,1,Yediyurappa Shetty,Transgender,75,False,1,Chetan Patil,Male,30,True,True,3,True,Two-Wheeler,260000.0,0,No Weapon,False,Unauthorized Access / Hacking,Corporate Cloud Server,167500.0,True,Bank Loan Fraud,3300000.0,Government Department,3,3,1,2024-09-12,2024-09-12,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,9,Monday,False,Morning,1,0,,65+,25-34,32,236
FIR-2024-BLR-010614,DIST-000001,PS-000041,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-10,04:27:17,2024-10-11,03:34:34,41.951496,94.353509,Incident reported at Hayre Traffic Police Station regarding Cyber Crime. Nulla exercitationem fuga in. Illo architecto dolorum placeat. Sunt sint iste doloribus ut deleniti. Sunt distinctio atque corporis dicta maxime deleniti. Doloribus magnam magni minima maxime. Explicabo excepturi facilis ipsam quos aspernatur.,Bengaluru City,13608000,Hayre Traffic Police Station,Traffic,Hayre and surrounding areas,1,Ramesh Reddy,Male,49,False,1,Darshan Pujari,Male,36,False,True,3,True,Four-Wheeler,660000.0,0,No Weapon,False,Social Media Impersonation,ATM / PoS Terminal,180000.0,True,Tax Evasion,3550000.0,Private Corporation,2,2,2,2024-10-18,2024-10-14,COMPLETED,4,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,10,Thursday,False,Night,1,4,,35-49,35-49,42,316
FIR-2024-BLR-010615,DIST-000001,PS-000024,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-29,02:19:14,2024-01-30,01:53:39,87.8718515,-146.868052,Incident reported at Bengaluru City Women Police Station regarding Cyber Crime. Unde repellendus fuga sequi dignissimos unde optio. Architecto voluptas beatae nostrum exercitationem quos. Veniam quo similique provident incidunt explicabo. Ab ipsa quis at perspiciatis voluptatum sequi.,Bengaluru City,13608000,Bengaluru City Women Police Station,Women Police Station,Tiwari and surrounding areas,1,Praveen Pujari,Male,64,False,1,Siddaramaiah Prabhu,Male,25,False,False,2,True,Four-Wheeler,675000.0,0,No Weapon,False,Investment / Crypto Scam,E-Commerce Payment Gateway,192500.0,True,Insider Trading,3800000.0,Government Department,3,3,3,2024-02-07,2024-02-04,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,1,Monday,False,Night,1,3,,50-64,18-24,37,285
FIR-2024-BLR-010616,DIST-000001,PS-000015,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-24,20:45:39,2024-04-24,11:50:13,27.7239935,145.040321,Incident reported at Dewan Traffic Police Station regarding Cyber Crime. Sint modi quas minus. Quas quasi amet nesciunt. Nulla beatae distinctio cumque praesentium sequi. Quaerat doloremque eveniet. Nemo maiores consequatur iusto ipsa natus. Ipsam incidunt quod similique omnis quia id.,Bengaluru City,13608000,Dewan Traffic Police Station,Traffic,Dewan and surrounding areas,1,Lakshmi Angadi,Female,66,False,1,Karthik Acharya,Male,25,False,False,4,True,Four-Wheeler,690000.0,0,No Weapon,False,Phishing / Vishing,Social Media Profile,205000.0,True,Corporate Fraud,4050000.0,Private Corporation,3,2,1,2024-04-27,2024-04-27,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,4,Wednesday,False,Evening,0,0,,65+,18-24,40,286
FIR-2024-BLR-010617,DIST-000001,PS-000015,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-08-26,05:37:59,2024-08-26,10:25:37,-13.1511585,-42.557886,Incident reported at Dewan Traffic Police Station regarding Cyber Crime. Voluptas sed eum. Illo commodi iure in dicta quas. Nesciunt voluptate dolores consequuntur. Repellat consequatur necessitatibus. Corrupti tempora iure a sapiente ab animi.,Bengaluru City,13608000,Dewan Traffic Police Station,Traffic,Dewan and surrounding areas,1,Shivakumar Joshi,Male,19,False,1,Shivakumar Nayak,Male,37,False,True,3,True,Four-Wheeler,705000.0,0,No Weapon,False,UPI Payment Fraud,Personal Email Account,217500.0,True,Embezzlement / Misappropriation,4300000.0,Government Department,2,2,2,2024-09-04,2024-08-30,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,8,Monday,False,Morning,0,5,,18-24,35-49,33,244
FIR-2024-BLR-010618,DIST-000001,PS-000053,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-17,13:06:41,2024-09-18,09:39:43,-13.7402985,1.519031,Incident reported at Bengaluru City Cyber Crime (CEN) 11 regarding Cyber Crime. Aut cupiditate unde commodi nihil optio neque. Ea esse ut. Sapiente alias impedit exercitationem facere voluptate rerum unde. Delectus officia facere nobis itaque necessitatibus blanditiis. Ipsum reprehenderit id sunt suscipit rem sapiente. Totam minima inventore beatae cum odit cum.,Bengaluru City,13608000,Bengaluru City Cyber Crime (CEN) 11,Cyber Crime (CEN),Rao and surrounding areas,1,Karthik Kamat,Male,37,False,1,Manjunatha Kuruba,Male,27,False,False,3,True,Auto-Rickshaw,190000.0,0,No Weapon,False,Ransomware / Malware,Cryptocurrency Wallet,230000.0,True,Money Laundering,4550000.0,Private Corporation,2,2,3,2024-09-24,2024-09-19,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,9,Tuesday,False,Afternoon,1,5,,35-49,25-34,51,364
FIR-2024-BLR-010619,DIST-000001,PS-000015,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-12-23,09:54:35,2024-12-23,00:52:40,-11.105865,-98.886809,Incident reported at Dewan Traffic Police Station regarding Cyber Crime. Enim illum quidem molestiae dolor iste quisquam. Facere placeat corrupti ut culpa alias. Minima voluptates enim officia eos. Incidunt voluptates saepe similique esse repellat magnam. Doloribus sed numquam tenetur.,Bengaluru City,13608000,Dewan Traffic Police Station,Traffic,Dewan and surrounding areas,1,Karthik Angadi,Male,19,False,1,Venkatesh Patil,Male,18,False,False,2,True,Commercial / LCV,735000.0,0,No Weapon,False,Identity Theft,Mobile Banking Application,242500.0,True,Chit Fund Scam,4800000.0,Government Department,2,2,1,2024-12-27,2024-12-27,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,12,Monday,False,Morning,0,0,,18-24,<18,39,286
FIR-2024-BLR-010620,DIST-000001,PS-000038,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-05-22,09:27:07,2024-05-22,21:43:44,78.580096,173.590937,Incident reported at Ghose Law & Order Police Station regarding Cyber Crime. A consequuntur occaecati. Blanditiis enim itaque voluptatibus. Sequi amet unde ad. Aspernatur laudantium culpa ducimus tenetur optio.,Bengaluru City,13608000,Ghose Law & Order Police Station,Law & Order,Ghose and surrounding areas,1,Vijay Hegde,Male,42,False,1,Puneeth Deshmukh,Male,31,False,True,3,True,Two-Wheeler,165000.0,0,No Weapon,False,SIM Swapping,Corporate Cloud Server,255000.0,True,Real Estate Fraud,5050000.0,Private Corporation,2,2,2,2024-05-28,2024-05-27,COMPLETED,1,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,5,Wednesday,False,Morning,0,1,,35-49,25-34,29,210
FIR-2024-BLR-010621,DIST-000001,PS-000024,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-08-13,17:01:29,2024-08-15,20:32:50,-0.486848,-42.853686,Incident reported at Bengaluru City Women Police Station regarding Cyber Crime. Minima fugit molestias ad saepe ipsa. Ut architecto enim laborum nihil laudantium. Facere eligendi quis dolorem ad natus. Quis explicabo molestias voluptate voluptatem mollitia. Dolore saepe commodi eum quaerat.,Bengaluru City,13608000,Bengaluru City Women Police Station,Women Police Station,Tiwari and surrounding areas,1,Ganesh Muralidhar,Male,50,False,1,Yediyurappa Acharya,Male,37,False,False,2,True,Two-Wheeler,180000.0,0,No Weapon,False,Unauthorized Access / Hacking,ATM / PoS Terminal,267500.0,True,Bank Loan Fraud,5300000.0,Government Department,3,3,3,2024-08-24,2024-08-17,COMPLETED,7,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,8,Tuesday,False,Evening,2,7,,35-49,35-49,40,291
